,Unnamed: 0,language,infinitive,subject,answer,pt_mood,pt_tense,es_mood,es_tense,en_mood,en_tense
0,0,english,to register,I,register,indicativo,presente,indicativo,presente,indicative,present
1,1,english,to register,I,registered,indicativo,passado,indicativo,pasado,indicative,past
2,2,english,to register,I,will register,indicativo,futuro,indicativo,futuro,indicative,future
3,3,english,to register,you,register,indicativo,presente,indicativo,presente,indicative,present
4,4,english,to register,you,registered,indicativo,passado,indicativo,pasado,indicative,past
5,5,english,to register,you,will register,indicativo,futuro,indicativo,futuro,indicative,future
6,6,english,to register,he,registers,indicativo,presente,indicativo,presente,indicative,present
7,7,english,to register,she,registers,indicativo,presente,indicativo,presente,indicative,present
8,8,english,to register,he,registered,indicativo,passado,indicativo,pasado,indicative,past
9,9,english,to register,she,registered,indicativo,passado,indicativo,pasado,indicative,past
10,10,english,to register,he,will register,indicativo,futuro,indicativo,futuro,indicative,future
11,11,english,to register,she,will register,indicativo,futuro,indicativo,futuro,indicative,future
12,12,english,to register,we,register,indicativo,presente,indicativo,presente,indicative,present
13,13,english,to register,we,registered,indicativo,passado,indicativo,pasado,indicative,past
14,14,english,to register,we,will register,indicativo,futuro,indicativo,futuro,indicative,future
15,15,english,to register,you,register,indicativo,presente,indicativo,presente,indicative,present
16,16,english,to register,you,registered,indicativo,passado,indicativo,pasado,indicative,past
17,17,english,to register,you,will register,indicativo,futuro,indicativo,futuro,indicative,future
18,18,english,to register,they,register,indicativo,presente,indicativo,presente,indicative,present
19,19,english,to register,they,registered,indicativo,passado,indicativo,pasado,indicative,past
20,20,english,to register,they,will register,indicativo,futuro,indicativo,futuro,indicative,future
21,21,english,to register,I,have registered,perfeito,presente,perfecto,presente,perfect,present
22,22,english,to register,I,had registered,perfeito,passado,perfecto,pasado,perfect,past
23,23,english,to register,I,will have registered,perfeito,futuro,perfecto,futuro,perfect,future
24,24,english,to register,you,have registered,perfeito,presente,perfecto,presente,perfect,present
25,25,english,to register,you,had registered,perfeito,passado,perfecto,pasado,perfect,past
26,26,english,to register,you,will have registered,perfeito,futuro,perfecto,futuro,perfect,future
27,27,english,to register,he,has registered,perfeito,presente,perfecto,presente,perfect,present
28,28,english,to register,she,has registered,perfeito,presente,perfecto,presente,perfect,present
29,29,english,to register,he,had registered,perfeito,passado,perfecto,pasado,perfect,past
30,30,english,to register,she,had registered,perfeito,passado,perfecto,pasado,perfect,past
31,31,english,to register,he,will have registered,perfeito,futuro,perfecto,futuro,perfect,future
32,32,english,to register,she,will have registered,perfeito,futuro,perfecto,futuro,perfect,future
33,33,english,to register,we,have registered,perfeito,presente,perfecto,presente,perfect,present
34,34,english,to register,we,had registered,perfeito,passado,perfecto,pasado,perfect,past
35,35,english,to register,we,will have registered,perfeito,futuro,perfecto,futuro,perfect,future
36,36,english,to register,you,have registered,perfeito,presente,perfecto,presente,perfect,present
37,37,english,to register,you,had registered,perfeito,passado,perfecto,pasado,perfect,past
38,38,english,to register,you,will have registered,perfeito,futuro,perfecto,futuro,perfect,future
39,39,english,to register,they,have registered,perfeito,presente,perfecto,presente,perfect,present
40,40,english,to register,they,had registered,perfeito,passado,perfecto,pasado,perfect,past
41,41,english,to register,they,will have registered,perfeito,futuro,perfecto,futuro,perfect,future
42,42,english,to register,you,register,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
43,43,english,to register,you,don't register,imperativo,negativo,imperativo,negativo,imperative,negative
44,44,english,to register,we,let's register,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
45,45,english,to register,we,let's not register,imperativo,negativo,imperativo,negativo,imperative,negative
46,46,english,to register,you,register,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
47,47,english,to register,you,don't register,imperativo,negativo,imperativo,negativo,imperative,negative
48,48,english,to register,I,am registering,contínuo,presente,continuo,presente,continuous,present
49,49,english,to register,I,was registering,contínuo,passado,continuo,pasado,continuous,past
50,50,english,to register,I,will be registering,contínuo,futuro,continuo,futuro,continuous,future
51,51,english,to register,you,are registering,contínuo,presente,continuo,presente,continuous,present
52,52,english,to register,you,were registering,contínuo,passado,continuo,pasado,continuous,past
53,53,english,to register,you,will be registering,contínuo,futuro,continuo,futuro,continuous,future
54,54,english,to register,he,is registering,contínuo,presente,continuo,presente,continuous,present
55,55,english,to register,she,is registering,contínuo,presente,continuo,presente,continuous,present
56,56,english,to register,he,was registering,contínuo,passado,continuo,pasado,continuous,past
57,57,english,to register,she,was registering,contínuo,passado,continuo,pasado,continuous,past
58,58,english,to register,he,will be registering,contínuo,futuro,continuo,futuro,continuous,future
59,59,english,to register,she,will be registering,contínuo,futuro,continuo,futuro,continuous,future
60,60,english,to register,we,are registering,contínuo,presente,continuo,presente,continuous,present
61,61,english,to register,we,were registering,contínuo,passado,continuo,pasado,continuous,past
62,62,english,to register,we,will be registering,contínuo,futuro,continuo,futuro,continuous,future
63,63,english,to register,you,are registering,contínuo,presente,continuo,presente,continuous,present
64,64,english,to register,you,were registering,contínuo,passado,continuo,pasado,continuous,past
65,65,english,to register,you,will be registering,contínuo,futuro,continuo,futuro,continuous,future
66,66,english,to register,they,are registering,contínuo,presente,continuo,presente,continuous,present
67,67,english,to register,they,were registering,contínuo,passado,continuo,pasado,continuous,past
68,68,english,to register,they,will be registering,contínuo,futuro,continuo,futuro,continuous,future
69,69,english,to register,I,have been registering,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
70,70,english,to register,I,had been registering,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
71,71,english,to register,I,will have been registering,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
72,72,english,to register,you,have been registering,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
73,73,english,to register,you,had been registering,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
74,74,english,to register,you,will have been registering,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
75,75,english,to register,he,has been registering,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
76,76,english,to register,she,has been registering,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
77,77,english,to register,he,had been registering,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
78,78,english,to register,she,had been registering,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
79,79,english,to register,he,will have been registering,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
80,80,english,to register,she,will have been registering,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
81,81,english,to register,we,have been registering,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
82,82,english,to register,we,had been registering,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
83,83,english,to register,we,will have been registering,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
84,84,english,to register,you,have been registering,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
85,85,english,to register,you,had been registering,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
86,86,english,to register,you,will have been registering,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
87,87,english,to register,they,have been registering,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
88,88,english,to register,they,had been registering,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
89,89,english,to register,they,will have been registering,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
90,90,english,to champion,I,champion,indicativo,presente,indicativo,presente,indicative,present
91,91,english,to champion,I,championed,indicativo,passado,indicativo,pasado,indicative,past
92,92,english,to champion,I,will champion,indicativo,futuro,indicativo,futuro,indicative,future
93,93,english,to champion,you,champion,indicativo,presente,indicativo,presente,indicative,present
94,94,english,to champion,you,championed,indicativo,passado,indicativo,pasado,indicative,past
95,95,english,to champion,you,will champion,indicativo,futuro,indicativo,futuro,indicative,future
96,96,english,to champion,he,champions,indicativo,presente,indicativo,presente,indicative,present
97,97,english,to champion,she,champions,indicativo,presente,indicativo,presente,indicative,present
98,98,english,to champion,he,championed,indicativo,passado,indicativo,pasado,indicative,past
99,99,english,to champion,she,championed,indicativo,passado,indicativo,pasado,indicative,past
100,100,english,to champion,he,will champion,indicativo,futuro,indicativo,futuro,indicative,future
101,101,english,to champion,she,will champion,indicativo,futuro,indicativo,futuro,indicative,future
102,102,english,to champion,we,champion,indicativo,presente,indicativo,presente,indicative,present
103,103,english,to champion,we,championed,indicativo,passado,indicativo,pasado,indicative,past
104,104,english,to champion,we,will champion,indicativo,futuro,indicativo,futuro,indicative,future
105,105,english,to champion,you,champion,indicativo,presente,indicativo,presente,indicative,present
106,106,english,to champion,you,championed,indicativo,passado,indicativo,pasado,indicative,past
107,107,english,to champion,you,will champion,indicativo,futuro,indicativo,futuro,indicative,future
108,108,english,to champion,they,champion,indicativo,presente,indicativo,presente,indicative,present
109,109,english,to champion,they,championed,indicativo,passado,indicativo,pasado,indicative,past
110,110,english,to champion,they,will champion,indicativo,futuro,indicativo,futuro,indicative,future
111,111,english,to champion,I,have championed,perfeito,presente,perfecto,presente,perfect,present
112,112,english,to champion,I,had championed,perfeito,passado,perfecto,pasado,perfect,past
113,113,english,to champion,I,will have championed,perfeito,futuro,perfecto,futuro,perfect,future
114,114,english,to champion,you,have championed,perfeito,presente,perfecto,presente,perfect,present
115,115,english,to champion,you,had championed,perfeito,passado,perfecto,pasado,perfect,past
116,116,english,to champion,you,will have championed,perfeito,futuro,perfecto,futuro,perfect,future
117,117,english,to champion,he,has championed,perfeito,presente,perfecto,presente,perfect,present
118,118,english,to champion,she,has championed,perfeito,presente,perfecto,presente,perfect,present
119,119,english,to champion,he,had championed,perfeito,passado,perfecto,pasado,perfect,past
120,120,english,to champion,she,had championed,perfeito,passado,perfecto,pasado,perfect,past
121,121,english,to champion,he,will have championed,perfeito,futuro,perfecto,futuro,perfect,future
122,122,english,to champion,she,will have championed,perfeito,futuro,perfecto,futuro,perfect,future
123,123,english,to champion,we,have championed,perfeito,presente,perfecto,presente,perfect,present
124,124,english,to champion,we,had championed,perfeito,passado,perfecto,pasado,perfect,past
125,125,english,to champion,we,will have championed,perfeito,futuro,perfecto,futuro,perfect,future
126,126,english,to champion,you,have championed,perfeito,presente,perfecto,presente,perfect,present
127,127,english,to champion,you,had championed,perfeito,passado,perfecto,pasado,perfect,past
128,128,english,to champion,you,will have championed,perfeito,futuro,perfecto,futuro,perfect,future
129,129,english,to champion,they,have championed,perfeito,presente,perfecto,presente,perfect,present
130,130,english,to champion,they,had championed,perfeito,passado,perfecto,pasado,perfect,past
131,131,english,to champion,they,will have championed,perfeito,futuro,perfecto,futuro,perfect,future
132,132,english,to champion,you,champion,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
133,133,english,to champion,you,don't champion,imperativo,negativo,imperativo,negativo,imperative,negative
134,134,english,to champion,we,let's champion,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
135,135,english,to champion,we,let's not champion,imperativo,negativo,imperativo,negativo,imperative,negative
136,136,english,to champion,you,champion,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
137,137,english,to champion,you,don't champion,imperativo,negativo,imperativo,negativo,imperative,negative
138,138,english,to champion,I,am championing,contínuo,presente,continuo,presente,continuous,present
139,139,english,to champion,I,was championing,contínuo,passado,continuo,pasado,continuous,past
140,140,english,to champion,I,will be championing,contínuo,futuro,continuo,futuro,continuous,future
141,141,english,to champion,you,are championing,contínuo,presente,continuo,presente,continuous,present
142,142,english,to champion,you,were championing,contínuo,passado,continuo,pasado,continuous,past
143,143,english,to champion,you,will be championing,contínuo,futuro,continuo,futuro,continuous,future
144,144,english,to champion,he,is championing,contínuo,presente,continuo,presente,continuous,present
145,145,english,to champion,she,is championing,contínuo,presente,continuo,presente,continuous,present
146,146,english,to champion,he,was championing,contínuo,passado,continuo,pasado,continuous,past
147,147,english,to champion,she,was championing,contínuo,passado,continuo,pasado,continuous,past
148,148,english,to champion,he,will be championing,contínuo,futuro,continuo,futuro,continuous,future
149,149,english,to champion,she,will be championing,contínuo,futuro,continuo,futuro,continuous,future
150,150,english,to champion,we,are championing,contínuo,presente,continuo,presente,continuous,present
151,151,english,to champion,we,were championing,contínuo,passado,continuo,pasado,continuous,past
152,152,english,to champion,we,will be championing,contínuo,futuro,continuo,futuro,continuous,future
153,153,english,to champion,you,are championing,contínuo,presente,continuo,presente,continuous,present
154,154,english,to champion,you,were championing,contínuo,passado,continuo,pasado,continuous,past
155,155,english,to champion,you,will be championing,contínuo,futuro,continuo,futuro,continuous,future
156,156,english,to champion,they,are championing,contínuo,presente,continuo,presente,continuous,present
157,157,english,to champion,they,were championing,contínuo,passado,continuo,pasado,continuous,past
158,158,english,to champion,they,will be championing,contínuo,futuro,continuo,futuro,continuous,future
159,159,english,to champion,I,have been championing,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
160,160,english,to champion,I,had been championing,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
161,161,english,to champion,I,will have been championing,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
162,162,english,to champion,you,have been championing,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
163,163,english,to champion,you,had been championing,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
164,164,english,to champion,you,will have been championing,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
165,165,english,to champion,he,has been championing,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
166,166,english,to champion,she,has been championing,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
167,167,english,to champion,he,had been championing,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
168,168,english,to champion,she,had been championing,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
169,169,english,to champion,he,will have been championing,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
170,170,english,to champion,she,will have been championing,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
171,171,english,to champion,we,have been championing,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
172,172,english,to champion,we,had been championing,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
173,173,english,to champion,we,will have been championing,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
174,174,english,to champion,you,have been championing,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
175,175,english,to champion,you,had been championing,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
176,176,english,to champion,you,will have been championing,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
177,177,english,to champion,they,have been championing,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
178,178,english,to champion,they,had been championing,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
179,179,english,to champion,they,will have been championing,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
180,180,english,to search,I,search,indicativo,presente,indicativo,presente,indicative,present
181,181,english,to search,I,searched,indicativo,passado,indicativo,pasado,indicative,past
182,182,english,to search,I,will search,indicativo,futuro,indicativo,futuro,indicative,future
183,183,english,to search,you,search,indicativo,presente,indicativo,presente,indicative,present
184,184,english,to search,you,searched,indicativo,passado,indicativo,pasado,indicative,past
185,185,english,to search,you,will search,indicativo,futuro,indicativo,futuro,indicative,future
186,186,english,to search,he,searches,indicativo,presente,indicativo,presente,indicative,present
187,187,english,to search,she,searches,indicativo,presente,indicativo,presente,indicative,present
188,188,english,to search,he,searched,indicativo,passado,indicativo,pasado,indicative,past
189,189,english,to search,she,searched,indicativo,passado,indicativo,pasado,indicative,past
190,190,english,to search,he,will search,indicativo,futuro,indicativo,futuro,indicative,future
191,191,english,to search,she,will search,indicativo,futuro,indicativo,futuro,indicative,future
192,192,english,to search,we,search,indicativo,presente,indicativo,presente,indicative,present
193,193,english,to search,we,searched,indicativo,passado,indicativo,pasado,indicative,past
194,194,english,to search,we,will search,indicativo,futuro,indicativo,futuro,indicative,future
195,195,english,to search,you,search,indicativo,presente,indicativo,presente,indicative,present
196,196,english,to search,you,searched,indicativo,passado,indicativo,pasado,indicative,past
197,197,english,to search,you,will search,indicativo,futuro,indicativo,futuro,indicative,future
198,198,english,to search,they,search,indicativo,presente,indicativo,presente,indicative,present
199,199,english,to search,they,searched,indicativo,passado,indicativo,pasado,indicative,past
200,200,english,to search,they,will search,indicativo,futuro,indicativo,futuro,indicative,future
201,201,english,to search,I,have searched,perfeito,presente,perfecto,presente,perfect,present
202,202,english,to search,I,had searched,perfeito,passado,perfecto,pasado,perfect,past
203,203,english,to search,I,will have searched,perfeito,futuro,perfecto,futuro,perfect,future
204,204,english,to search,you,have searched,perfeito,presente,perfecto,presente,perfect,present
205,205,english,to search,you,had searched,perfeito,passado,perfecto,pasado,perfect,past
206,206,english,to search,you,will have searched,perfeito,futuro,perfecto,futuro,perfect,future
207,207,english,to search,he,has searched,perfeito,presente,perfecto,presente,perfect,present
208,208,english,to search,she,has searched,perfeito,presente,perfecto,presente,perfect,present
209,209,english,to search,he,had searched,perfeito,passado,perfecto,pasado,perfect,past
210,210,english,to search,she,had searched,perfeito,passado,perfecto,pasado,perfect,past
211,211,english,to search,he,will have searched,perfeito,futuro,perfecto,futuro,perfect,future
212,212,english,to search,she,will have searched,perfeito,futuro,perfecto,futuro,perfect,future
213,213,english,to search,we,have searched,perfeito,presente,perfecto,presente,perfect,present
214,214,english,to search,we,had searched,perfeito,passado,perfecto,pasado,perfect,past
215,215,english,to search,we,will have searched,perfeito,futuro,perfecto,futuro,perfect,future
216,216,english,to search,you,have searched,perfeito,presente,perfecto,presente,perfect,present
217,217,english,to search,you,had searched,perfeito,passado,perfecto,pasado,perfect,past
218,218,english,to search,you,will have searched,perfeito,futuro,perfecto,futuro,perfect,future
219,219,english,to search,they,have searched,perfeito,presente,perfecto,presente,perfect,present
220,220,english,to search,they,had searched,perfeito,passado,perfecto,pasado,perfect,past
221,221,english,to search,they,will have searched,perfeito,futuro,perfecto,futuro,perfect,future
222,222,english,to search,you,search,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
223,223,english,to search,you,don't search,imperativo,negativo,imperativo,negativo,imperative,negative
224,224,english,to search,we,let's search,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
225,225,english,to search,we,let's not search,imperativo,negativo,imperativo,negativo,imperative,negative
226,226,english,to search,you,search,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
227,227,english,to search,you,don't search,imperativo,negativo,imperativo,negativo,imperative,negative
228,228,english,to search,I,am searching,contínuo,presente,continuo,presente,continuous,present
229,229,english,to search,I,was searching,contínuo,passado,continuo,pasado,continuous,past
230,230,english,to search,I,will be searching,contínuo,futuro,continuo,futuro,continuous,future
231,231,english,to search,you,are searching,contínuo,presente,continuo,presente,continuous,present
232,232,english,to search,you,were searching,contínuo,passado,continuo,pasado,continuous,past
233,233,english,to search,you,will be searching,contínuo,futuro,continuo,futuro,continuous,future
234,234,english,to search,he,is searching,contínuo,presente,continuo,presente,continuous,present
235,235,english,to search,she,is searching,contínuo,presente,continuo,presente,continuous,present
236,236,english,to search,he,was searching,contínuo,passado,continuo,pasado,continuous,past
237,237,english,to search,she,was searching,contínuo,passado,continuo,pasado,continuous,past
238,238,english,to search,he,will be searching,contínuo,futuro,continuo,futuro,continuous,future
239,239,english,to search,she,will be searching,contínuo,futuro,continuo,futuro,continuous,future
240,240,english,to search,we,are searching,contínuo,presente,continuo,presente,continuous,present
241,241,english,to search,we,were searching,contínuo,passado,continuo,pasado,continuous,past
242,242,english,to search,we,will be searching,contínuo,futuro,continuo,futuro,continuous,future
243,243,english,to search,you,are searching,contínuo,presente,continuo,presente,continuous,present
244,244,english,to search,you,were searching,contínuo,passado,continuo,pasado,continuous,past
245,245,english,to search,you,will be searching,contínuo,futuro,continuo,futuro,continuous,future
246,246,english,to search,they,are searching,contínuo,presente,continuo,presente,continuous,present
247,247,english,to search,they,were searching,contínuo,passado,continuo,pasado,continuous,past
248,248,english,to search,they,will be searching,contínuo,futuro,continuo,futuro,continuous,future
249,249,english,to search,I,have been searching,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
250,250,english,to search,I,had been searching,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
251,251,english,to search,I,will have been searching,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
252,252,english,to search,you,have been searching,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
253,253,english,to search,you,had been searching,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
254,254,english,to search,you,will have been searching,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
255,255,english,to search,he,has been searching,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
256,256,english,to search,she,has been searching,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
257,257,english,to search,he,had been searching,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
258,258,english,to search,she,had been searching,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
259,259,english,to search,he,will have been searching,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
260,260,english,to search,she,will have been searching,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
261,261,english,to search,we,have been searching,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
262,262,english,to search,we,had been searching,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
263,263,english,to search,we,will have been searching,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
264,264,english,to search,you,have been searching,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
265,265,english,to search,you,had been searching,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
266,266,english,to search,you,will have been searching,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
267,267,english,to search,they,have been searching,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
268,268,english,to search,they,had been searching,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
269,269,english,to search,they,will have been searching,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
270,270,english,to open,I,open,indicativo,presente,indicativo,presente,indicative,present
271,271,english,to open,I,opened,indicativo,passado,indicativo,pasado,indicative,past
272,272,english,to open,I,will open,indicativo,futuro,indicativo,futuro,indicative,future
273,273,english,to open,you,open,indicativo,presente,indicativo,presente,indicative,present
274,274,english,to open,you,opened,indicativo,passado,indicativo,pasado,indicative,past
275,275,english,to open,you,will open,indicativo,futuro,indicativo,futuro,indicative,future
276,276,english,to open,he,opens,indicativo,presente,indicativo,presente,indicative,present
277,277,english,to open,she,opens,indicativo,presente,indicativo,presente,indicative,present
278,278,english,to open,he,opened,indicativo,passado,indicativo,pasado,indicative,past
279,279,english,to open,she,opened,indicativo,passado,indicativo,pasado,indicative,past
280,280,english,to open,he,will open,indicativo,futuro,indicativo,futuro,indicative,future
281,281,english,to open,she,will open,indicativo,futuro,indicativo,futuro,indicative,future
282,282,english,to open,we,open,indicativo,presente,indicativo,presente,indicative,present
283,283,english,to open,we,opened,indicativo,passado,indicativo,pasado,indicative,past
284,284,english,to open,we,will open,indicativo,futuro,indicativo,futuro,indicative,future
285,285,english,to open,you,open,indicativo,presente,indicativo,presente,indicative,present
286,286,english,to open,you,opened,indicativo,passado,indicativo,pasado,indicative,past
287,287,english,to open,you,will open,indicativo,futuro,indicativo,futuro,indicative,future
288,288,english,to open,they,open,indicativo,presente,indicativo,presente,indicative,present
289,289,english,to open,they,opened,indicativo,passado,indicativo,pasado,indicative,past
290,290,english,to open,they,will open,indicativo,futuro,indicativo,futuro,indicative,future
291,291,english,to open,I,have opened,perfeito,presente,perfecto,presente,perfect,present
292,292,english,to open,I,had opened,perfeito,passado,perfecto,pasado,perfect,past
293,293,english,to open,I,will have opened,perfeito,futuro,perfecto,futuro,perfect,future
294,294,english,to open,you,have opened,perfeito,presente,perfecto,presente,perfect,present
295,295,english,to open,you,had opened,perfeito,passado,perfecto,pasado,perfect,past
296,296,english,to open,you,will have opened,perfeito,futuro,perfecto,futuro,perfect,future
297,297,english,to open,he,has opened,perfeito,presente,perfecto,presente,perfect,present
298,298,english,to open,she,has opened,perfeito,presente,perfecto,presente,perfect,present
299,299,english,to open,he,had opened,perfeito,passado,perfecto,pasado,perfect,past
300,300,english,to open,she,had opened,perfeito,passado,perfecto,pasado,perfect,past
301,301,english,to open,he,will have opened,perfeito,futuro,perfecto,futuro,perfect,future
302,302,english,to open,she,will have opened,perfeito,futuro,perfecto,futuro,perfect,future
303,303,english,to open,we,have opened,perfeito,presente,perfecto,presente,perfect,present
304,304,english,to open,we,had opened,perfeito,passado,perfecto,pasado,perfect,past
305,305,english,to open,we,will have opened,perfeito,futuro,perfecto,futuro,perfect,future
306,306,english,to open,you,have opened,perfeito,presente,perfecto,presente,perfect,present
307,307,english,to open,you,had opened,perfeito,passado,perfecto,pasado,perfect,past
308,308,english,to open,you,will have opened,perfeito,futuro,perfecto,futuro,perfect,future
309,309,english,to open,they,have opened,perfeito,presente,perfecto,presente,perfect,present
310,310,english,to open,they,had opened,perfeito,passado,perfecto,pasado,perfect,past
311,311,english,to open,they,will have opened,perfeito,futuro,perfecto,futuro,perfect,future
312,312,english,to open,you,open,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
313,313,english,to open,you,don't open,imperativo,negativo,imperativo,negativo,imperative,negative
314,314,english,to open,we,let's open,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
315,315,english,to open,we,let's not open,imperativo,negativo,imperativo,negativo,imperative,negative
316,316,english,to open,you,open,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
317,317,english,to open,you,don't open,imperativo,negativo,imperativo,negativo,imperative,negative
318,318,english,to open,I,am opening,contínuo,presente,continuo,presente,continuous,present
319,319,english,to open,I,was opening,contínuo,passado,continuo,pasado,continuous,past
320,320,english,to open,I,will be opening,contínuo,futuro,continuo,futuro,continuous,future
321,321,english,to open,you,are opening,contínuo,presente,continuo,presente,continuous,present
322,322,english,to open,you,were opening,contínuo,passado,continuo,pasado,continuous,past
323,323,english,to open,you,will be opening,contínuo,futuro,continuo,futuro,continuous,future
324,324,english,to open,he,is opening,contínuo,presente,continuo,presente,continuous,present
325,325,english,to open,she,is opening,contínuo,presente,continuo,presente,continuous,present
326,326,english,to open,he,was opening,contínuo,passado,continuo,pasado,continuous,past
327,327,english,to open,she,was opening,contínuo,passado,continuo,pasado,continuous,past
328,328,english,to open,he,will be opening,contínuo,futuro,continuo,futuro,continuous,future
329,329,english,to open,she,will be opening,contínuo,futuro,continuo,futuro,continuous,future
330,330,english,to open,we,are opening,contínuo,presente,continuo,presente,continuous,present
331,331,english,to open,we,were opening,contínuo,passado,continuo,pasado,continuous,past
332,332,english,to open,we,will be opening,contínuo,futuro,continuo,futuro,continuous,future
333,333,english,to open,you,are opening,contínuo,presente,continuo,presente,continuous,present
334,334,english,to open,you,were opening,contínuo,passado,continuo,pasado,continuous,past
335,335,english,to open,you,will be opening,contínuo,futuro,continuo,futuro,continuous,future
336,336,english,to open,they,are opening,contínuo,presente,continuo,presente,continuous,present
337,337,english,to open,they,were opening,contínuo,passado,continuo,pasado,continuous,past
338,338,english,to open,they,will be opening,contínuo,futuro,continuo,futuro,continuous,future
339,339,english,to open,I,have been opening,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
340,340,english,to open,I,had been opening,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
341,341,english,to open,I,will have been opening,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
342,342,english,to open,you,have been opening,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
343,343,english,to open,you,had been opening,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
