,Unnamed: 0,language,infinitive,subject,answer,pt_mood,pt_tense,es_mood,es_tense,en_mood,en_tense
1382,1382,english,to attend,she,will have attended,perfeito,futuro,perfecto,futuro,perfect,future
1383,1383,english,to attend,we,have attended,perfeito,presente,perfecto,presente,perfect,present
1384,1384,english,to attend,we,had attended,perfeito,passado,perfecto,pasado,perfect,past
1385,1385,english,to attend,we,will have attended,perfeito,futuro,perfecto,futuro,perfect,future
1386,1386,english,to attend,you,have attended,perfeito,presente,perfecto,presente,perfect,present
1387,1387,english,to attend,you,had attended,perfeito,passado,perfecto,pasado,perfect,past
1388,1388,english,to attend,you,will have attended,perfeito,futuro,perfecto,futuro,perfect,future
1389,1389,english,to attend,they,have attended,perfeito,presente,perfecto,presente,perfect,present
1390,1390,english,to attend,they,had attended,perfeito,passado,perfecto,pasado,perfect,past
1391,1391,english,to attend,they,will have attended,perfeito,futuro,perfecto,futuro,perfect,future
1392,1392,english,to attend,you,attend,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
1393,1393,english,to attend,you,don't attend,imperativo,negativo,imperativo,negativo,imperative,negative
1394,1394,english,to attend,we,let's attend,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
1395,1395,english,to attend,we,let's not attend,imperativo,negativo,imperativo,negativo,imperative,negative
1396,1396,english,to attend,you,attend,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
1397,1397,english,to attend,you,don't attend,imperativo,negativo,imperativo,negativo,imperative,negative
1398,1398,english,to attend,I,am attending,contínuo,presente,continuo,presente,continuous,present
1399,1399,english,to attend,I,was attending,contínuo,passado,continuo,pasado,continuous,past
1400,1400,english,to attend,I,will be attending,contínuo,futuro,continuo,futuro,continuous,future
1401,1401,english,to attend,you,are attending,contínuo,presente,continuo,presente,continuous,present
1402,1402,english,to attend,you,were attending,contínuo,passado,continuo,pasado,continuous,past
1403,1403,english,to attend,you,will be attending,contínuo,futuro,continuo,futuro,continuous,future
1404,1404,english,to attend,he,is attending,contínuo,presente,continuo,presente,continuous,present
1405,1405,english,to attend,she,is attending,contínuo,presente,continuo,presente,continuous,present
1406,1406,english,to attend,he,was attending,contínuo,passado,continuo,pasado,continuous,past
1407,1407,english,to attend,she,was attending,contínuo,passado,continuo,pasado,continuous,past
1408,1408,english,to attend,he,will be attending,contínuo,futuro,continuo,futuro,continuous,future
1409,1409,english,to attend,she,will be attending,contínuo,futuro,continuo,futuro,continuous,future
1410,1410,english,to attend,we,are attending,contínuo,presente,continuo,presente,continuous,present
1411,1411,english,to attend,we,were attending,contínuo,passado,continuo,pasado,continuous,past
1412,1412,english,to attend,we,will be attending,contínuo,futuro,continuo,futuro,continuous,future
1413,1413,english,to attend,you,are attending,contínuo,presente,continuo,presente,continuous,present
1414,1414,english,to attend,you,were attending,contínuo,passado,continuo,pasado,continuous,past
1415,1415,english,to attend,you,will be attending,contínuo,futuro,continuo,futuro,continuous,future
1416,1416,english,to attend,they,are attending,contínuo,presente,continuo,presente,continuous,present
1417,1417,english,to attend,they,were attending,contínuo,passado,continuo,pasado,continuous,past
1418,1418,english,to attend,they,will be attending,contínuo,futuro,continuo,futuro,continuous,future
1419,1419,english,to attend,I,have been attending,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1420,1420,english,to attend,I,had been attending,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1421,1421,english,to attend,I,will have been attending,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1422,1422,english,to attend,you,have been attending,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1423,1423,english,to attend,you,had been attending,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1424,1424,english,to attend,you,will have been attending,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1425,1425,english,to attend,he,has been attending,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1426,1426,english,to attend,she,has been attending,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1427,1427,english,to attend,he,had been attending,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1428,1428,english,to attend,she,had been attending,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1429,1429,english,to attend,he,will have been attending,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1430,1430,english,to attend,she,will have been attending,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1431,1431,english,to attend,we,have been attending,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1432,1432,english,to attend,we,had been attending,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1433,1433,english,to attend,we,will have been attending,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1434,1434,english,to attend,you,have been attending,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1435,1435,english,to attend,you,had been attending,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1436,1436,english,to attend,you,will have been attending,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1437,1437,english,to attend,they,have been attending,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1438,1438,english,to attend,they,had been attending,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1439,1439,english,to attend,they,will have been attending,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1440,1440,english,to help,I,help,indicativo,presente,indicativo,presente,indicative,present
1441,1441,english,to help,I,helped,indicativo,passado,indicativo,pasado,indicative,past
1442,1442,english,to help,I,will help,indicativo,futuro,indicativo,futuro,indicative,future
1443,1443,english,to help,you,help,indicativo,presente,indicativo,presente,indicative,present
1444,1444,english,to help,you,helped,indicativo,passado,indicativo,pasado,indicative,past
1445,1445,english,to help,you,will help,indicativo,futuro,indicativo,futuro,indicative,future
1446,1446,english,to help,he,helps,indicativo,presente,indicativo,presente,indicative,present
1447,1447,english,to help,she,helps,indicativo,presente,indicativo,presente,indicative,present
1448,1448,english,to help,he,helped,indicativo,passado,indicativo,pasado,indicative,past
1449,1449,english,to help,she,helped,indicativo,passado,indicativo,pasado,indicative,past
1450,1450,english,to help,he,will help,indicativo,futuro,indicativo,futuro,indicative,future
1451,1451,english,to help,she,will help,indicativo,futuro,indicativo,futuro,indicative,future
1452,1452,english,to help,we,help,indicativo,presente,indicativo,presente,indicative,present
1453,1453,english,to help,we,helped,indicativo,passado,indicativo,pasado,indicative,past
1454,1454,english,to help,we,will help,indicativo,futuro,indicativo,futuro,indicative,future
1455,1455,english,to help,you,help,indicativo,presente,indicativo,presente,indicative,present
1456,1456,english,to help,you,helped,indicativo,passado,indicativo,pasado,indicative,past
1457,1457,english,to help,you,will help,indicativo,futuro,indicativo,futuro,indicative,future
1458,1458,english,to help,they,help,indicativo,presente,indicativo,presente,indicative,present
1459,1459,english,to help,they,helped,indicativo,passado,indicativo,pasado,indicative,past
1460,1460,english,to help,they,will help,indicativo,futuro,indicativo,futuro,indicative,future
1461,1461,english,to help,I,have helped,perfeito,presente,perfecto,presente,perfect,present
1462,1462,english,to help,I,had helped,perfeito,passado,perfecto,pasado,perfect,past
1463,1463,english,to help,I,will have helped,perfeito,futuro,perfecto,futuro,perfect,future
1464,1464,english,to help,you,have helped,perfeito,presente,perfecto,presente,perfect,present
1465,1465,english,to help,you,had helped,perfeito,passado,perfecto,pasado,perfect,past
1466,1466,english,to help,you,will have helped,perfeito,futuro,perfecto,futuro,perfect,future
1467,1467,english,to help,he,has helped,perfeito,presente,perfecto,presente,perfect,present
1468,1468,english,to help,she,has helped,perfeito,presente,perfecto,presente,perfect,present
1469,1469,english,to help,he,had helped,perfeito,passado,perfecto,pasado,perfect,past
1470,1470,english,to help,she,had helped,perfeito,passado,perfecto,pasado,perfect,past
1471,1471,english,to help,he,will have helped,perfeito,futuro,perfecto,futuro,perfect,future
1472,1472,english,to help,she,will have helped,perfeito,futuro,perfecto,futuro,perfect,future
1473,1473,english,to help,we,have helped,perfeito,presente,perfecto,presente,perfect,present
1474,1474,english,to help,we,had helped,perfeito,passado,perfecto,pasado,perfect,past
1475,1475,english,to help,we,will have helped,perfeito,futuro,perfecto,futuro,perfect,future
1476,1476,english,to help,you,have helped,perfeito,presente,perfecto,presente,perfect,present
1477,1477,english,to help,you,had helped,perfeito,passado,perfecto,pasado,perfect,past
1478,1478,english,to help,you,will have helped,perfeito,futuro,perfecto,futuro,perfect,future
1479,1479,english,to help,they,have helped,perfeito,presente,perfecto,presente,perfect,present
1480,1480,english,to help,they,had helped,perfeito,passado,perfecto,pasado,perfect,past
1481,1481,english,to help,they,will have helped,perfeito,futuro,perfecto,futuro,perfect,future
1482,1482,english,to help,you,help,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
1483,1483,english,to help,you,don't help,imperativo,negativo,imperativo,negativo,imperative,negative
1484,1484,english,to help,we,let's help,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
1485,1485,english,to help,we,let's not help,imperativo,negativo,imperativo,negativo,imperative,negative
1486,1486,english,to help,you,help,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
1487,1487,english,to help,you,don't help,imperativo,negativo,imperativo,negativo,imperative,negative
1488,1488,english,to help,I,am helping,contínuo,presente,continuo,presente,continuous,present
1489,1489,english,to help,I,was helping,contínuo,passado,continuo,pasado,continuous,past
1490,1490,english,to help,I,will be helping,contínuo,futuro,continuo,futuro,continuous,future
1491,1491,english,to help,you,are helping,contínuo,presente,continuo,presente,continuous,present
1492,1492,english,to help,you,were helping,contínuo,passado,continuo,pasado,continuous,past
1493,1493,english,to help,you,will be helping,contínuo,futuro,continuo,futuro,continuous,future
1494,1494,english,to help,he,is helping,contínuo,presente,continuo,presente,continuous,present
1495,1495,english,to help,she,is helping,contínuo,presente,continuo,presente,continuous,present
1496,1496,english,to help,he,was helping,contínuo,passado,continuo,pasado,continuous,past
1497,1497,english,to help,she,was helping,contínuo,passado,continuo,pasado,continuous,past
1498,1498,english,to help,he,will be helping,contínuo,futuro,continuo,futuro,continuous,future
1499,1499,english,to help,she,will be helping,contínuo,futuro,continuo,futuro,continuous,future
1500,1500,english,to help,we,are helping,contínuo,presente,continuo,presente,continuous,present
1501,1501,english,to help,we,were helping,contínuo,passado,continuo,pasado,continuous,past
1502,1502,english,to help,we,will be helping,contínuo,futuro,continuo,futuro,continuous,future
1503,1503,english,to help,you,are helping,contínuo,presente,continuo,presente,continuous,present
1504,1504,english,to help,you,were helping,contínuo,passado,continuo,pasado,continuous,past
1505,1505,english,to help,you,will be helping,contínuo,futuro,continuo,futuro,continuous,future
1506,1506,english,to help,they,are helping,contínuo,presente,continuo,presente,continuous,present
1507,1507,english,to help,they,were helping,contínuo,passado,continuo,pasado,continuous,past
1508,1508,english,to help,they,will be helping,contínuo,futuro,continuo,futuro,continuous,future
1509,1509,english,to help,I,have been helping,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1510,1510,english,to help,I,had been helping,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1511,1511,english,to help,I,will have been helping,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1512,1512,english,to help,you,have been helping,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1513,1513,english,to help,you,had been helping,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1514,1514,english,to help,you,will have been helping,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1515,1515,english,to help,he,has been helping,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1516,1516,english,to help,she,has been helping,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1517,1517,english,to help,he,had been helping,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1518,1518,english,to help,she,had been helping,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1519,1519,english,to help,he,will have been helping,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1520,1520,english,to help,she,will have been helping,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1521,1521,english,to help,we,have been helping,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1522,1522,english,to help,we,had been helping,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1523,1523,english,to help,we,will have been helping,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1524,1524,english,to help,you,have been helping,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1525,1525,english,to help,you,had been helping,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1526,1526,english,to help,you,will have been helping,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1527,1527,english,to help,they,have been helping,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1528,1528,english,to help,they,had been helping,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1529,1529,english,to help,they,will have been helping,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1530,1530,english,to dance,I,dance,indicativo,presente,indicativo,presente,indicative,present
1531,1531,english,to dance,I,danced,indicativo,passado,indicativo,pasado,indicative,past
1532,1532,english,to dance,I,will dance,indicativo,futuro,indicativo,futuro,indicative,future
1533,1533,english,to dance,you,dance,indicativo,presente,indicativo,presente,indicative,present
1534,1534,english,to dance,you,danced,indicativo,passado,indicativo,pasado,indicative,past
1535,1535,english,to dance,you,will dance,indicativo,futuro,indicativo,futuro,indicative,future
1536,1536,english,to dance,he,dances,indicativo,presente,indicativo,presente,indicative,present
1537,1537,english,to dance,she,dances,indicativo,presente,indicativo,presente,indicative,present
1538,1538,english,to dance,he,danced,indicativo,passado,indicativo,pasado,indicative,past
1539,1539,english,to dance,she,danced,indicativo,passado,indicativo,pasado,indicative,past
1540,1540,english,to dance,he,will dance,indicativo,futuro,indicativo,futuro,indicative,future
1541,1541,english,to dance,she,will dance,indicativo,futuro,indicativo,futuro,indicative,future
1542,1542,english,to dance,we,dance,indicativo,presente,indicativo,presente,indicative,present
1543,1543,english,to dance,we,danced,indicativo,passado,indicativo,pasado,indicative,past
1544,1544,english,to dance,we,will dance,indicativo,futuro,indicativo,futuro,indicative,future
1545,1545,english,to dance,you,dance,indicativo,presente,indicativo,presente,indicative,present
1546,1546,english,to dance,you,danced,indicativo,passado,indicativo,pasado,indicative,past
1547,1547,english,to dance,you,will dance,indicativo,futuro,indicativo,futuro,indicative,future
1548,1548,english,to dance,they,dance,indicativo,presente,indicativo,presente,indicative,present
1549,1549,english,to dance,they,danced,indicativo,passado,indicativo,pasado,indicative,past
1550,1550,english,to dance,they,will dance,indicativo,futuro,indicativo,futuro,indicative,future
1551,1551,english,to dance,I,have danced,perfeito,presente,perfecto,presente,perfect,present
1552,1552,english,to dance,I,had danced,perfeito,passado,perfecto,pasado,perfect,past
1553,1553,english,to dance,I,will have danced,perfeito,futuro,perfecto,futuro,perfect,future
1554,1554,english,to dance,you,have danced,perfeito,presente,perfecto,presente,perfect,present
1555,1555,english,to dance,you,had danced,perfeito,passado,perfecto,pasado,perfect,past
1556,1556,english,to dance,you,will have danced,perfeito,futuro,perfecto,futuro,perfect,future
1557,1557,english,to dance,he,has danced,perfeito,presente,perfecto,presente,perfect,present
1558,1558,english,to dance,she,has danced,perfeito,presente,perfecto,presente,perfect,present
1559,1559,english,to dance,he,had danced,perfeito,passado,perfecto,pasado,perfect,past
1560,1560,english,to dance,she,had danced,perfeito,passado,perfecto,pasado,perfect,past
1561,1561,english,to dance,he,will have danced,perfeito,futuro,perfecto,futuro,perfect,future
1562,1562,english,to dance,she,will have danced,perfeito,futuro,perfecto,futuro,perfect,future
1563,1563,english,to dance,we,have danced,perfeito,presente,perfecto,presente,perfect,present
1564,1564,english,to dance,we,had danced,perfeito,passado,perfecto,pasado,perfect,past
1565,1565,english,to dance,we,will have danced,perfeito,futuro,perfecto,futuro,perfect,future
1566,1566,english,to dance,you,have danced,perfeito,presente,perfecto,presente,perfect,present
1567,1567,english,to dance,you,had danced,perfeito,passado,perfecto,pasado,perfect,past
1568,1568,english,to dance,you,will have danced,perfeito,futuro,perfecto,futuro,perfect,future
1569,1569,english,to dance,they,have danced,perfeito,presente,perfecto,presente,perfect,present
1570,1570,english,to dance,they,had danced,perfeito,passado,perfecto,pasado,perfect,past
1571,1571,english,to dance,they,will have danced,perfeito,futuro,perfecto,futuro,perfect,future
1572,1572,english,to dance,you,dance,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
1573,1573,english,to dance,you,don't dance,imperativo,negativo,imperativo,negativo,imperative,negative
1574,1574,english,to dance,we,let's dance,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
1575,1575,english,to dance,we,let's not dance,imperativo,negativo,imperativo,negativo,imperative,negative
1576,1576,english,to dance,you,dance,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
1577,1577,english,to dance,you,don't dance,imperativo,negativo,imperativo,negativo,imperative,negative
1578,1578,english,to dance,I,am dancing,contínuo,presente,continuo,presente,continuous,present
1579,1579,english,to dance,I,was dancing,contínuo,passado,continuo,pasado,continuous,past
1580,1580,english,to dance,I,will be dancing,contínuo,futuro,continuo,futuro,continuous,future
1581,1581,english,to dance,you,are dancing,contínuo,presente,continuo,presente,continuous,present
1582,1582,english,to dance,you,were dancing,contínuo,passado,continuo,pasado,continuous,past
1583,1583,english,to dance,you,will be dancing,contínuo,futuro,continuo,futuro,continuous,future
1584,1584,english,to dance,he,is dancing,contínuo,presente,continuo,presente,continuous,present
1585,1585,english,to dance,she,is dancing,contínuo,presente,continuo,presente,continuous,present
1586,1586,english,to dance,he,was dancing,contínuo,passado,continuo,pasado,continuous,past
1587,1587,english,to dance,she,was dancing,contínuo,passado,continuo,pasado,continuous,past
1588,1588,english,to dance,he,will be dancing,contínuo,futuro,continuo,futuro,continuous,future
1589,1589,english,to dance,she,will be dancing,contínuo,futuro,continuo,futuro,continuous,future
1590,1590,english,to dance,we,are dancing,contínuo,presente,continuo,presente,continuous,present
1591,1591,english,to dance,we,were dancing,contínuo,passado,continuo,pasado,continuous,past
1592,1592,english,to dance,we,will be dancing,contínuo,futuro,continuo,futuro,continuous,future
1593,1593,english,to dance,you,are dancing,contínuo,presente,continuo,presente,continuous,present
1594,1594,english,to dance,you,were dancing,contínuo,passado,continuo,pasado,continuous,past
1595,1595,english,to dance,you,will be dancing,contínuo,futuro,continuo,futuro,continuous,future
1596,1596,english,to dance,they,are dancing,contínuo,presente,continuo,presente,continuous,present
1597,1597,english,to dance,they,were dancing,contínuo,passado,continuo,pasado,continuous,past
1598,1598,english,to dance,they,will be dancing,contínuo,futuro,continuo,futuro,continuous,future
1599,1599,english,to dance,I,have been dancing,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1600,1600,english,to dance,I,had been dancing,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1601,1601,english,to dance,I,will have been dancing,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1602,1602,english,to dance,you,have been dancing,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1603,1603,english,to dance,you,had been dancing,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1604,1604,english,to dance,you,will have been dancing,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1605,1605,english,to dance,he,has been dancing,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1606,1606,english,to dance,she,has been dancing,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1607,1607,english,to dance,he,had been dancing,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1608,1608,english,to dance,she,had been dancing,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1609,1609,english,to dance,he,will have been dancing,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1610,1610,english,to dance,she,will have been dancing,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1611,1611,english,to dance,we,have been dancing,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1612,1612,english,to dance,we,had been dancing,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1613,1613,english,to dance,we,will have been dancing,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1614,1614,english,to dance,you,have been dancing,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1615,1615,english,to dance,you,had been dancing,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1616,1616,english,to dance,you,will have been dancing,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1617,1617,english,to dance,they,have been dancing,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1618,1618,english,to dance,they,had been dancing,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1619,1619,english,to dance,they,will have been dancing,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1620,1620,english,to go down,I,go down,indicativo,presente,indicativo,presente,indicative,present
1621,1621,english,to go down,I,went down,indicativo,passado,indicativo,pasado,indicative,past
1622,1622,english,to go down,I,will go down,indicativo,futuro,indicativo,futuro,indicative,future
1623,1623,english,to go down,you,go down,indicativo,presente,indicativo,presente,indicative,present
1624,1624,english,to go down,you,went down,indicativo,passado,indicativo,pasado,indicative,past
1625,1625,english,to go down,you,will go down,indicativo,futuro,indicativo,futuro,indicative,future
1626,1626,english,to go down,he,goes down,indicativo,presente,indicativo,presente,indicative,present
1627,1627,english,to go down,she,goes down,indicativo,presente,indicativo,presente,indicative,present
1628,1628,english,to go down,he,went down,indicativo,passado,indicativo,pasado,indicative,past
1629,1629,english,to go down,she,went down,indicativo,passado,indicativo,pasado,indicative,past
1630,1630,english,to go down,he,will go down,indicativo,futuro,indicativo,futuro,indicative,future
1631,1631,english,to go down,she,will go down,indicativo,futuro,indicativo,futuro,indicative,future
1632,1632,english,to go down,we,go down,indicativo,presente,indicativo,presente,indicative,present
1633,1633,english,to go down,we,went down,indicativo,passado,indicativo,pasado,indicative,past
1634,1634,english,to go down,we,will go down,indicativo,futuro,indicativo,futuro,indicative,future
1635,1635,english,to go down,you,go down,indicativo,presente,indicativo,presente,indicative,present
1636,1636,english,to go down,you,went down,indicativo,passado,indicativo,pasado,indicative,past
1637,1637,english,to go down,you,will go down,indicativo,futuro,indicativo,futuro,indicative,future
1638,1638,english,to go down,they,go down,indicativo,presente,indicativo,presente,indicative,present
1639,1639,english,to go down,they,went down,indicativo,passado,indicativo,pasado,indicative,past
1640,1640,english,to go down,they,will go down,indicativo,futuro,indicativo,futuro,indicative,future
1641,1641,english,to go down,I,have gone down,perfeito,presente,perfecto,presente,perfect,present
1642,1642,english,to go down,I,had gone down,perfeito,passado,perfecto,pasado,perfect,past
1643,1643,english,to go down,I,will have gone down,perfeito,futuro,perfecto,futuro,perfect,future
1644,1644,english,to go down,you,have gone down,perfeito,presente,perfecto,presente,perfect,present
1645,1645,english,to go down,you,had gone down,perfeito,passado,perfecto,pasado,perfect,past
1646,1646,english,to go down,you,will have gone down,perfeito,futuro,perfecto,futuro,perfect,future
1647,1647,english,to go down,he,has gone down,perfeito,presente,perfecto,presente,perfect,present
1648,1648,english,to go down,she,has gone down,perfeito,presente,perfecto,presente,perfect,present
1649,1649,english,to go down,he,had gone down,perfeito,passado,perfecto,pasado,perfect,past
1650,1650,english,to go down,she,had gone down,perfeito,passado,perfecto,pasado,perfect,past
1651,1651,english,to go down,he,will have gone down,perfeito,futuro,perfecto,futuro,perfect,future
1652,1652,english,to go down,she,will have gone down,perfeito,futuro,perfecto,futuro,perfect,future
1653,1653,english,to go down,we,have gone down,perfeito,presente,perfecto,presente,perfect,present
1654,1654,english,to go down,we,had gone down,perfeito,passado,perfecto,pasado,perfect,past
1655,1655,english,to go down,we,will have gone down,perfeito,futuro,perfecto,futuro,perfect,future
1656,1656,english,to go down,you,have gone down,perfeito,presente,perfecto,presente,perfect,present
1657,1657,english,to go down,you,had gone down,perfeito,passado,perfecto,pasado,perfect,past
1658,1658,english,to go down,you,will have gone down,perfeito,futuro,perfecto,futuro,perfect,future
1659,1659,english,to go down,they,have gone down,perfeito,presente,perfecto,presente,perfect,present
1660,1660,english,to go down,they,had gone down,perfeito,passado,perfecto,pasado,perfect,past
1661,1661,english,to go down,they,will have gone down,perfeito,futuro,perfecto,futuro,perfect,future
1662,1662,english,to go down,you,go down,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
1663,1663,english,to go down,you,don't go down,imperativo,negativo,imperativo,negativo,imperative,negative
1664,1664,english,to go down,we,let's go down,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
1665,1665,english,to go down,we,let's not go down,imperativo,negativo,imperativo,negativo,imperative,negative
1666,1666,english,to go down,you,go down,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
1667,1667,english,to go down,you,don't go down,imperativo,negativo,imperativo,negativo,imperative,negative
1668,1668,english,to go down,I,am going down,contínuo,presente,continuo,presente,continuous,present
1669,1669,english,to go down,I,was going down,contínuo,passado,continuo,pasado,continuous,past
1670,1670,english,to go down,I,will be going down,contínuo,futuro,continuo,futuro,continuous,future
1671,1671,english,to go down,you,are going down,contínuo,presente,continuo,presente,continuous,present
1672,1672,english,to go down,you,were going down,contínuo,passado,continuo,pasado,continuous,past
1673,1673,english,to go down,you,will be going down,contínuo,futuro,continuo,futuro,continuous,future
1674,1674,english,to go down,he,is going down,contínuo,presente,continuo,presente,continuous,present
1675,1675,english,to go down,she,is going down,contínuo,presente,continuo,presente,continuous,present
1676,1676,english,to go down,he,was going down,contínuo,passado,continuo,pasado,continuous,past
1677,1677,english,to go down,she,was going down,contínuo,passado,continuo,pasado,continuous,past
1678,1678,english,to go down,he,will be going down,contínuo,futuro,continuo,futuro,continuous,future
1679,1679,english,to go down,she,will be going down,contínuo,futuro,continuo,futuro,continuous,future
1680,1680,english,to go down,we,are going down,contínuo,presente,continuo,presente,continuous,present
1681,1681,english,to go down,we,were going down,contínuo,passado,continuo,pasado,continuous,past
1682,1682,english,to go down,we,will be going down,contínuo,futuro,continuo,futuro,continuous,future
1683,1683,english,to go down,you,are going down,contínuo,presente,continuo,presente,continuous,present
1684,1684,english,to go down,you,were going down,contínuo,passado,continuo,pasado,continuous,past
1685,1685,english,to go down,you,will be going down,contínuo,futuro,continuo,futuro,continuous,future
1686,1686,english,to go down,they,are going down,contínuo,presente,continuo,presente,continuous,present
1687,1687,english,to go down,they,were going down,contínuo,passado,continuo,pasado,continuous,past
1688,1688,english,to go down,they,will be going down,contínuo,futuro,continuo,futuro,continuous,future
1689,1689,english,to go down,I,have been going down,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1690,1690,english,to go down,I,had been going down,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1691,1691,english,to go down,I,will have been going down,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1692,1692,english,to go down,you,have been going down,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1693,1693,english,to go down,you,had been going down,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1694,1694,english,to go down,you,will have been going down,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1695,1695,english,to go down,he,has been going down,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1696,1696,english,to go down,she,has been going down,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1697,1697,english,to go down,he,had been going down,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1698,1698,english,to go down,she,had been going down,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1699,1699,english,to go down,he,will have been going down,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
